source,target,weight
1199776432702050304,1025900258344095744,1
1200039398227824640,2195550221,2
1200170152832176135,1241307294148825093,4
1200170152832176135,1242948664110321664,3
1200170152832176135,267568419,1
1200170152832176135,291185646,3
1201110979,267568419,1
1201222103288156161,2195550221,3
1201222103288156161,237670274,1
1201222103288156161,282168818,1
1201222103288156161,291185646,1
1201735836,1241307294148825093,52
1201735836,1242948664110321664,23
1201735836,21184930,1
1201735836,267568419,10
1201735836,291185646,4
1201769859702558720,237670274,1
120215480,1159171855,1
120215480,116497291,1
120215480,1166832792,2
120215480,1198976381964705793,1
120215480,120215480,2
120215480,1220095909071151104,1
120215480,1241307294148825093,19
120215480,1241467862784651265,1
120215480,1242948664110321664,10
120215480,1247139926556229632,1
120215480,1334512525,1
120215480,14132591,2
120215480,15358525,1
120215480,1617973950,1
120215480,16295154,1
120215480,171031365,1
120215480,173473254,1
120215480,17441447,1
120215480,17735019,1
